Date,Open,High,Low,Close,Volume
2025-05-05,10.082875436688624,10.092731845942371,9.954745876225598,10.023738861083984,105766300
2025-05-06,9.944890071800257,10.467267574552833,9.915321782199653,10.28985595703125,131814000
2025-05-07,10.309568946182088,10.358850056299048,9.974458525337553,10.132157325744629,116885100
2025-05-08,10.191294845876781,10.309568946182088,10.112445445673242,10.132157325744629,107173400
2025-05-09,10.21100675629313,10.339137266994406,10.201151286207645,10.280000686645508,76350700
2025-05-12,10.5600004196167,10.729999542236328,10.479999542236328,10.550000190734863,102035800
2025-05-13,10.600000381469727,10.630000114440918,10.420000076293945,10.600000381469727,83671000
2025-05-14,10.569999694824219,10.699999809265137,10.479999542236328,10.649999618530273,84453100
2025-05-15,10.59000015258789,10.779999732971191,10.550000190734863,10.75,71096500
2025-05-16,10.770000457763672,10.8100004196167,10.640000343322754,10.800000190734863,64913000
2025-05-19,10.6899995803833,10.789999961853027,10.630000114440918,10.75,60195700
2025-05-20,10.789999961853027,10.84000015258789,10.65999984741211,10.720000267028809,61063800
2025-05-21,10.65999984741211,10.6899995803833,10.449999809265137,10.479999542236328,89090500
2025-05-22,10.479999542236328,10.5,10.34000015258789,10.4399995803833,94081100
2025-05-23,10.300000190734863,10.40999984741211,10.289999961853027,10.359999656677246,80519000
2025-05-27,10.449999809265137,10.489999771118164,10.210000038146973,10.3100004196167,89066800
2025-05-28,10.319999694824219,10.34000015258789,10.149999618530273,10.170000076293945,102335600
2025-05-29,10.210000038146973,10.279999732971191,10.109999656677246,10.220000267028809,101642200
2025-05-30,10.180000305175781,10.460000038146973,10.119999885559082,10.380000114440918,152191600
2025-06-02,10.270000457763672,10.279999732971191,9.880000114440918,9.979999542236328,170340800
2025-06-03,9.970000267028809,10.229999542236328,9.890000343322754,10.1899995803833,121584300
2025-06-04,10.1899995803833,10.369999885559082,10.180000305175781,10.239999771118164,123191200
2025-06-05,10.199999809265137,10.25,10.029999732971191,10.100000381469727,133191400
2025-06-06,10.15999984741211,10.350000381469727,10.149999618530273,10.260000228881836,105916700
2025-06-09,10.289999961853027,10.449999809265137,10.289999961853027,10.34000015258789,63638900
2025-06-10,10.380000114440918,10.649999618530273,10.359999656677246,10.600000381469727,87955500
2025-06-11,10.640000343322754,10.770000457763672,10.609999656677246,10.65999984741211,93094900
2025-06-12,10.579999923706055,10.59000015258789,10.430000305175781,10.529999732971191,76393300
2025-06-13,10.470000267028809,10.510000228881836,10.380000114440918,10.430000305175781,90106200
2025-06-16,10.5,10.670000076293945,10.5,10.619999885559082,75195200
2025-06-17,10.59000015258789,10.630000114440918,10.380000114440918,10.420000076293945,100969400
2025-06-18,10.430000305175781,10.529999732971191,10.399999618530273,10.430000305175781,82770200
2025-06-20,10.489999771118164,10.600000381469727,10.460000038146973,10.59000015258789,116743400
2025-06-23,10.550000190734863,10.75,10.539999961853027,10.75,77576500
2025-06-24,10.789999961853027,10.869999885559082,10.720000267028809,10.729999542236328,77244400
2025-06-25,10.760000228881836,10.770000457763672,10.420000076293945,10.479999542236328,91927300
2025-06-26,10.5,10.649999618530273,10.470000267028809,10.630000114440918,88416400
2025-06-27,10.699999809265137,10.920000076293945,10.680000305175781,10.800000190734863,182008200
2025-06-30,10.720000267028809,10.859999656677246,10.6899995803833,10.850000381469727,88472200
2025-07-01,10.8100004196167,11.380000114440918,10.789999961853027,11.350000381469727,140103400
