Date,Open,High,Low,Close,Volume
2025-05-05,3.309999942779541,3.3399999141693115,3.0799999237060547,3.2100000381469727,62075100
2025-05-06,3.0899999141693115,3.190000057220459,3.009999990463257,3.0899999141693115,62441000
2025-05-07,3.0799999237060547,3.109999895095825,2.9600000381469727,3.049999952316284,44453600
2025-05-08,3.140000104904175,3.2799999713897705,3.0999999046325684,3.25,54462800
2025-05-09,3.2699999809265137,3.2890000343322754,3.0799999237060547,3.1600000858306885,44200500
2025-05-12,3.390000104904175,3.4000000953674316,3.2200000286102295,3.25,59210900
2025-05-13,3.2799999713897705,3.8499999046325684,3.2780001163482666,3.559999942779541,98208700
2025-05-14,4.0,4.369999885559082,3.75,3.8499999046325684,120715800
2025-05-15,3.7699999809265137,3.7899999618530273,3.490000009536743,3.640000104904175,74647300
2025-05-16,3.700000047683716,3.8299999237060547,3.5899999141693115,3.6700000762939453,63910800
2025-05-19,3.5,3.755000114440918,3.440000057220459,3.7200000286102295,58221400
2025-05-20,3.740000009536743,3.7780001163482666,3.5,3.549999952316284,43589100
2025-05-21,3.509999990463257,4.130000114440918,3.4800000190734863,3.7200000286102295,119091100
2025-05-22,3.7200000286102295,4.130000114440918,3.6600000858306885,3.819999933242798,124309400
2025-05-23,3.7300000190734863,3.799999952316284,3.559999942779541,3.640000104904175,92774400
2025-05-27,3.7799999713897705,4.550000190734863,3.755000114440918,4.489999771118164,172021000
2025-05-28,4.550000190734863,4.610000133514404,4.039999961853027,4.139999866485596,94635200
2025-05-29,4.394999980926514,4.400000095367432,3.869999885559082,3.869999885559082,69205100
2025-05-30,3.9000000953674316,4.340000152587891,3.8399999141693115,4.159999847412109,157841900
2025-06-02,4.019999980926514,4.110000133514404,3.890000104904175,3.950000047683716,100711000
2025-06-03,4.050000190734863,4.210000038146973,3.7799999713897705,3.7899999618530273,94334300
2025-06-04,3.819999933242798,4.420000076293945,3.7200000286102295,4.260000228881836,188099300
2025-06-05,4.190000057220459,4.190000057220459,3.6500000953674316,3.7699999809265137,128765200
2025-06-06,3.869999885559082,4.03000020980835,3.809999942779541,3.8499999046325684,61997900
2025-06-09,3.9200000762939453,3.940000057220459,3.7899999618530273,3.9000000953674316,72345600
2025-06-10,3.9100000858306885,3.940000057220459,3.700000047683716,3.7699999809265137,77180600
2025-06-11,3.865000009536743,3.990000009536743,3.7300000190734863,3.7300000190734863,109097000
2025-06-12,3.7300000190734863,3.940000057220459,3.690000057220459,3.8299999237060547,77154200
2025-06-13,3.7200000286102295,3.930000066757202,3.6500000953674316,3.7200000286102295,95898700
2025-06-16,3.75,4.139999866485596,3.734999895095825,4.139999866485596,141164200
2025-06-17,4.130000114440918,4.400000095367432,4.0,4.050000190734863,183662400
2025-06-18,4.105000019073486,4.300000190734863,3.9200000762939453,3.9600000381469727,205313300
2025-06-20,4.03000020980835,4.090000152587891,3.809999942779541,4.0,167333700
2025-06-23,3.9000000953674316,4.179999828338623,3.7799999713897705,4.179999828338623,195355400
2025-06-24,4.239999771118164,5.25,4.230000019073486,5.230000019073486,298709200
2025-06-25,5.800000190734863,5.889999866485596,4.699999809265137,4.809999942779541,258046100
2025-06-26,4.889999866485596,5.889999866485596,4.829999923706055,5.800000190734863,271833900
2025-06-27,5.900000095367432,5.980000019073486,5.545000076293945,5.840000152587891,301325400
2025-06-30,6.28000020980835,7.230000019073486,6.260000228881836,6.789999961853027,356135500
2025-07-01,7.150000095367432,7.150000095367432,6.269999980926514,6.650000095367432,254160000
