Date,Open,High,Low,Close,Volume
2025-05-05,284.57000732421875,284.8500061035156,274.3999938964844,280.260009765625,94618900
2025-05-06,273.1099853515625,277.7300109863281,271.3500061035156,275.3500061035156,76715800
2025-05-07,276.8800048828125,277.9200134277344,271.0,276.2200012207031,71592600
2025-05-08,279.6300048828125,289.79998779296875,279.4100036621094,284.82000732421875,97539400
2025-05-09,290.2099914550781,307.0400085449219,290.0,298.260009765625,132387800
2025-05-12,321.989990234375,322.2099914550781,311.5,318.3800048828125,112826700
2025-05-13,320.0,337.5899963378906,316.79998779296875,334.07000732421875,136992600
2025-05-14,342.5,350.0,337.0,347.67999267578125,136997300
2025-05-15,340.3399963378906,346.1400146484375,334.7200012207031,342.82000732421875,97882600
2025-05-16,346.239990234375,351.6199951171875,342.3299865722656,349.9800109863281,95895700
2025-05-19,336.29998779296875,343.0,333.3699951171875,342.0899963378906,88869900
2025-05-20,347.8699951171875,354.989990234375,341.6300048828125,343.82000732421875,131715500
2025-05-21,344.42999267578125,347.3500061035156,332.20001220703125,334.6199951171875,102354800
2025-05-22,331.8999938964844,347.2699890136719,331.3900146484375,341.0400085449219,97113400
2025-05-23,337.9200134277344,343.17999267578125,333.2099914550781,339.3399963378906,84654800
2025-05-27,347.3500061035156,363.7900085449219,347.32000732421875,362.8900146484375,120146400
2025-05-28,364.8399963378906,365.0,355.9100036621094,356.8999938964844,91404300
2025-05-29,365.2900085449219,367.7099914550781,356.0,358.42999267578125,88545700
2025-05-30,355.5199890136719,363.67999267578125,345.2900085449219,346.4599914550781,123474900
2025-06-02,343.5,348.0199890136719,333.3299865722656,342.69000244140625,81873800
2025-06-03,346.6000061035156,355.3999938964844,343.0400085449219,344.2699890136719,99324500
2025-06-04,345.1000061035156,345.6000061035156,327.3299865722656,332.04998779296875,98912100
2025-06-05,322.489990234375,324.54998779296875,273.2099914550781,284.70001220703125,287499800
2025-06-06,298.8299865722656,305.5,291.1400146484375,295.1400146484375,164747700
2025-06-09,285.9599914550781,309.8299865722656,281.8500061035156,308.5799865722656,140908900
2025-06-10,314.94000244140625,327.8299865722656,310.6700134277344,326.0899963378906,151256500
2025-06-11,334.3999938964844,335.5,322.5,326.42999267578125,122611400
2025-06-12,323.0799865722656,332.55999755859375,316.8599853515625,319.1099853515625,105127500
2025-06-13,313.9700012207031,332.989990234375,313.29998779296875,325.30999755859375,128964300
2025-06-16,331.2900085449219,332.04998779296875,326.4100036621094,329.1300048828125,83925900
2025-06-17,326.0899963378906,327.260009765625,314.739990234375,316.3500061035156,88282700
2025-06-18,317.30999755859375,329.32000732421875,315.45001220703125,322.04998779296875,95137700
2025-06-20,327.95001220703125,332.3599853515625,317.7799987792969,322.1600036621094,108688000
2025-06-23,327.5400085449219,357.5400085449219,327.4800109863281,348.67999267578125,190716800
2025-06-24,356.1700134277344,356.260009765625,340.44000244140625,340.4700012207031,114736200
2025-06-25,342.70001220703125,343.0,320.3999938964844,327.54998779296875,119845100
2025-06-26,324.6099853515625,331.04998779296875,323.6099853515625,325.7799987792969,80440900
2025-06-27,324.510009765625,329.3399963378906,317.5,323.6300048828125,89067000
2025-06-30,319.8999938964844,325.5799865722656,316.6000061035156,317.6600036621094,76695100
2025-07-01,298.4599914550781,305.8900146484375,293.2099914550781,300.7099914550781,144607600
